sample_name	age_of_minerals_years	alkalinity	altitude	altitude_m	anonymized_name	barium	bromide	calcium	carb_nitro_ratio	chloride	chromium	cobalt	collection_timestamp	copper	country	depth	depth_m	description	diss_carb_dioxide	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	geo_loc_name	host_subject_id	latitude	latitude_deg	longitude	longitude_deg	magnesium	manganese	methane	molybdenum	nickel	org_carb	organism_count	ph	ph_meth	phosphate	phosphate_umol_per_l	phosplipid_fatt_acid	physical_specimen_location	physical_specimen_remaining	porosity	potassium	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	redox_potential	salinity	salinity_psu	sample_description	sample_scientific_name	sample_taxid	sample_type	scientific_name	strontium	sulfate	sulfate_umol_per_l	sulfide	temp	temperature_deg_c	titanium	title	total_inorg_carb	uranium	vanadium	water_content
804.Julie.5	not provided	not provided	0	0.0	Julie.5	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2012-08-22	not provided	GAZ:United States of America	0	0.0	Julie 5	not provided	TRUE	638.2	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	USA:CA	Julie.5	38.862	38.862	-122.414	-122.414	not provided	not provided	not provided	not provided	not provided	not provided	not provided	9.0	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	not provided	not provided	not applicable	Julie 5	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	20	20.0	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.Julie.6	not provided	not provided	0	0.0	Julie.6	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2012-08-22	not provided	GAZ:United States of America	0	0.0	Julie 6	not provided	TRUE	638.2	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	USA:CA	Julie.6	38.862	38.862	-122.414	-122.414	not provided	not provided	not provided	not provided	not provided	not provided	not provided	9.0	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	not provided	not provided	not applicable	Julie 6	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	20	20.0	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.Julie.7	not provided	not provided	0	0.0	Julie.7	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2012-08-22	not provided	GAZ:United States of America	0	0.0	Julie 7	not provided	TRUE	638.2	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	USA:CA	Julie.7	38.862	38.862	-122.414	-122.414	not provided	not provided	not provided	not provided	not provided	not provided	not provided	9.0	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	not provided	not provided	not applicable	Julie 7	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	20	20.0	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.Julie.8	not provided	not provided	0	0.0	Julie.8	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2012-08-22	not provided	GAZ:United States of America	0	0.0	Julie 8	not provided	TRUE	638.2	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	USA:CA	Julie.8	38.862	38.862	-122.414	-122.414	not provided	not provided	not provided	not provided	not provided	not provided	not provided	9.0	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	not provided	not provided	not applicable	Julie 8	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	20	20.0	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.Julie.9	not provided	not provided	0	0.0	Julie.9	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2012-08-22	not provided	GAZ:United States of America	0	0.0	Julie 9	not provided	TRUE	638.2	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	USA:CA	Julie.9	38.862	38.862	-122.414	-122.414	not provided	not provided	not provided	not provided	not provided	not provided	not provided	9.0	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	not provided	not provided	not applicable	Julie 9	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	20	20.0	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.LS11.127	not provided	not provided	0	0.0	LS11.127	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2011-10-20	not provided	GAZ:Italy	0	0.0	LER20_A	14	TRUE	170.7	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	Italy:Liguria	LS11.127	44.4216	44.4216	8.6566	8.6566	not provided	not provided	29	not provided	not provided	not provided	not provided	12.2	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	-164	not provided	not applicable	LER20_A	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	16.2	16.2	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.LS11.128	not provided	not provided	0	0.0	LS11.128	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2011-10-20	not provided	GAZ:Italy	0	0.0	LER20_B	14	TRUE	170.7	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	Italy:Liguria	LS11.128	44.4216	44.4216	8.6566	8.6566	not provided	not provided	29	not provided	not provided	not provided	not provided	12.2	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	-164	not provided	not applicable	LER20_B	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	16.2	16.2	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.LS11.129	not provided	not provided	0	0.0	LS11.129	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2011-10-20	not provided	GAZ:Italy	0	0.0	LER20_C	14	TRUE	170.7	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	Italy:Liguria	LS11.129	44.4216	44.4216	8.6566	8.6566	not provided	not provided	29	not provided	not provided	not provided	not provided	12.2	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	-164	not provided	not applicable	LER20_C	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	16.2	16.2	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.LS11.130	not provided	not provided	0	0.0	LS11.130	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2011-10-20	not provided	GAZ:Italy	0	0.0	LER20_1	14	TRUE	170.7	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	Italy:Liguria	LS11.130	44.4216	44.4216	8.6566	8.6566	not provided	not provided	29	not provided	not provided	not provided	not provided	12.2	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	-164	not provided	not applicable	LER20_1	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	16.2	16.2	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.LS11.131	not provided	not provided	0	0.0	LS11.131	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2011-10-20	not provided	GAZ:Italy	0	0.0	LER20_2	14	TRUE	170.7	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	Italy:Liguria	LS11.131	44.4216	44.4216	8.6566	8.6566	not provided	not provided	29	not provided	not provided	not provided	not provided	12.2	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	-164	not provided	not applicable	LER20_2	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	16.2	16.2	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.LS11.19	not provided	not provided	0	0.0	LS11.19	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2011-10-16	not provided	GAZ:Italy	0	0.0	BR2-carbonate	10	TRUE	170.7	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	Italy:Liguria	LS11.19	44.4512	44.4512	8.782	8.782	not provided	not provided	818	not provided	not provided	not provided	not provided	12.3	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	-276	not provided	not applicable	BR2-carbonate	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	19	19.0	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.LS11.20	not provided	not provided	0	0.0	LS11.20	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2011-10-16	not provided	GAZ:Italy	0	0.0	BR2-carbonate/sediment	10	TRUE	170.7	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	Italy:Liguria	LS11.20	44.4512	44.4512	8.782	8.782	not provided	not provided	818	not provided	not provided	not provided	not provided	12.3	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	-276	not provided	not applicable	BR2-carbonate/sediment	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	19	19.0	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.LS11.30	not provided	not provided	0	0.0	LS11.30	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2011-10-16	not provided	GAZ:Italy	0	0.0	BR1-wall1	not provided	TRUE	170.7	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	Italy:Liguria	LS11.30	44.4453	44.4453	8.7786	8.7786	not provided	not provided	not provided	not provided	not provided	not provided	not provided	12.3	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	-144	not provided	not applicable	BR1-wall1	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	13.7	13.7	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.LS11.31	not provided	not provided	0	0.0	LS11.31	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2011-10-16	not provided	GAZ:Italy	0	0.0	BR1-wall2	not provided	TRUE	170.7	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	Italy:Liguria	LS11.31	44.4453	44.4453	8.7786	8.7786	not provided	not provided	not provided	not provided	not provided	not provided	not provided	12.3	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	-144	not provided	not applicable	BR1-wall2	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	13.7	13.7	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.LS11.32	not provided	not provided	0	0.0	LS11.32	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2011-10-16	not provided	GAZ:Italy	0	0.0	BR1-wall3	not provided	TRUE	170.7	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	Italy:Liguria	LS11.32	44.4453	44.4453	8.7786	8.7786	not provided	not provided	not provided	not provided	not provided	not provided	not provided	12.3	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	-144	not provided	not applicable	BR1-wall3	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	13.7	13.7	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.LS11.69	not provided	not provided	0	0.0	LS11.69	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2011-10-18	not provided	GAZ:Italy	0	0.0	Gor3_brown(1)	9	TRUE	170.7	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	Italy:Liguria	LS11.69	44.597	44.597	8.7833	8.7833	not provided	not provided	204	not provided	not provided	not provided	not provided	12.2	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	-455	not provided	not applicable	Gor3_brown(1)	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	18.7	18.7	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.LS11.70	not provided	not provided	0	0.0	LS11.70	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2011-10-18	not provided	GAZ:Italy	0	0.0	Gor3_white	9	TRUE	170.7	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	Italy:Liguria	LS11.70	44.597	44.597	8.7833	8.7833	not provided	not provided	204	not provided	not provided	not provided	not provided	12.2	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	-455	not provided	not applicable	Gor3_white	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	18.7	18.7	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.LS11.70a	not provided	not provided	0	0.0	LS11.70a	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2011-10-18	not provided	GAZ:Italy	0	0.0	Gor3_white(2)	9	TRUE	170.7	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	Italy:Liguria	LS11.70a	44.597	44.597	8.7833	8.7833	not provided	not provided	204	not provided	not provided	not provided	not provided	12.2	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	-455	not provided	not applicable	Gor3_white(2)	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	18.7	18.7	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.LS11.71	not provided	not provided	0	0.0	LS11.71	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2011-10-18	not provided	GAZ:Italy	0	0.0	Gor3_orange	9	TRUE	170.7	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	Italy:Liguria	LS11.71	44.597	44.597	8.7833	8.7833	not provided	not provided	204	not provided	not provided	not provided	not provided	12.2	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	-455	not provided	not applicable	Gor3_orange	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	18.7	18.7	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.LS11.71a	not provided	not provided	0	0.0	LS11.71a	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2011-10-18	not provided	GAZ:Italy	0	0.0	Gor3_orange(3)	9	TRUE	170.7	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	Italy:Liguria	LS11.71a	44.597	44.597	8.7833	8.7833	not provided	not provided	204	not provided	not provided	not provided	not provided	12.2	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	-455	not provided	not applicable	Gor3_orange(3)	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	18.7	18.7	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.LS11.72	not provided	not provided	0	0.0	LS11.72	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2011-10-18	not provided	GAZ:Italy	0	0.0	Gor3_orange/brown(4)	9	TRUE	170.7	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	Italy:Liguria	LS11.72	44.597	44.597	8.7833	8.7833	not provided	not provided	204	not provided	not provided	not provided	not provided	12.2	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	-455	not provided	not applicable	Gor3_orange/brown(4)	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	18.7	18.7	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
804.LS11.72a	not provided	not provided	0	0.0	LS11.72a	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2011-10-18	not provided	GAZ:Italy	0	0.0	Gor3_orange/brown(4a)	9	TRUE	170.7	0	True	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	alkaline habitat	travertine	seep	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	TRUE	Italy:Liguria	LS11.72a	44.597	44.597	8.7833	8.7833	not provided	not provided	204	not provided	not provided	not provided	not provided	12.2	not provided	not provided	not applicable	not provided	Brazelton lab, East Carolina University	TRUE	not provided	not provided	TRUE	Free-living	Saline	Surface (saline)	804	-455	not provided	not applicable	Gor3_orange/brown(4a)	biofilm metagenome	718308	biofilm	biofilm metagenome	not provided	not provided	not applicable	not provided	18.7	18.7	not provided	Brazelton_LostCity_chimney_biofilm	not provided	not provided	not provided	not provided
